choice_0_0;choice_1_0;choice_2_0;choice_3_0;av_0_0;av_1_0;av_2_0;av_3_0;LADE_TANK_ZEIT_0_0;LADE_TANK_ZEIT_1_0;LADE_TANK_ZEIT_2_0;LADE_TANK_ZEIT_3_0;MEAN_HH_AGE_0_0;MEAN_HH_AGE_1_0;MEAN_HH_AGE_2_0;MEAN_HH_AGE_3_0;RELATIVER_KAUFPREIS_0_0;REICHWEITE_DURCH100_0_0;RELATIVER_KAUFPREIS_1_0;REICHWEITE_DURCH100_1_0;RELATIVER_KAUFPREIS_2_0;REICHWEITE_DURCH100_2_0;RELATIVER_KAUFPREIS_3_0;REICHWEITE_DURCH100_3_0
0;0;1;0;1;1;1;0;2;2;25;0;37.66666667;37.66666667;37.66666667;37.66666667;13.84615385;7;13.84615385;9;15.38461538;2.5;0;0
0;0;0;1;0;0;1;1;0;0;15;2;23;23;23;23;0;0;0;0;37.77777778;6.5;24.44444444;6
0;0;1;0;1;0;1;0;2;0;20;0;28;28;28;28;12.38095238;7;0;0;16.19047619;6.5;0;0
0;0;1;0;1;0;1;1;2;0;15;2;17.25;17.25;17.25;17.25;2.777777778;5;0;0;6.111111111;6.5;9.444444444;4
1;0;0;0;1;1;1;0;2;2;5;0;28;28;28;28;18.0952381;5;2.857142857;9;7.619047619;4.5;0;0
0;1;0;0;0;1;1;0;0;2;5;0;56.5;56.5;56.5;56.5;0;0;12;7;9.333333333;6.5;0;0
0;0;0;1;0;1;1;1;0;2;10;2;31;31;31;31;0;0;17.14285714;5;20;4.5;25.71428571;8
1;0;0;0;1;0;1;0;2;0;15;0;52.5;52.5;52.5;52.5;1.666666667;9;0;0;5;2.5;0;0
0;0;1;0;0;1;1;1;0;2;10;2;30;30;30;30;0;0;13.84615385;9;10.76923077;4.5;15.38461538;6
0;0;0;1;0;1;1;1;0;2;20;2;26;26;26;26;0;0;13.84615385;7;10.76923077;6.5;13.84615385;4
0;1;0;0;0;1;1;0;0;2;10;0;23;23;23;23;0;0;9.333333333;7;9.333333333;2.5;0;0
0;0;1;0;0;1;1;0;0;2;5;0;59;59;59;59;0;0;20;7;20;6.5;0;0
0;1;0;0;0;1;1;1;0;2;20;2;26;26;26;26;0;0;9.230769231;7;16.92307692;6.5;13.84615385;4
0;0;0;1;1;1;0;1;2;2;0;2;57.5;57.5;57.5;57.5;7.368421053;5;13.68421053;7;0;0;13.68421053;8
0;0;1;0;1;0;1;1;2;0;25;2;32.5;32.5;32.5;32.5;11.30434783;7;0;0;6.086956522;2.5;7.826086957;8
0;0;1;0;1;1;1;0;2;2;25;0;38.2;38.2;38.2;38.2;3.333333333;9;9.444444444;7;6.111111111;2.5;0;0
0;0;1;0;0;1;1;1;0;2;15;2;36;36;36;36;0;0;20;5;4.615384615;4.5;13.84615385;8
0;0;1;0;0;1;1;0;0;2;25;0;58;58;58;58;0;0;15.71428571;9;15.71428571;4.5;0;0
0;0;0;1;1;0;1;1;2;0;15;2;39.33333333;39.33333333;39.33333333;39.33333333;8.148148148;5;0;0;5.185185185;6.5;6.666666667;6
0;0;1;0;0;1;1;1;0;2;20;2;35.5;35.5;35.5;35.5;0;0;21.42857143;5;10;6.5;12.85714286;6
1;0;0;0;1;0;1;1;2;0;15;2;32.5;32.5;32.5;32.5;12.72727273;5;0;0;18.18181818;6.5;14.54545455;6
0;0;1;0;0;0;1;1;0;0;25;2;27;27;27;27;0;0;0;0;28.88888889;6.5;20;6
0;0;1;0;1;1;1;0;2;2;5;0;63;63;63;63;12.72727273;7;23.63636364;7;14.54545455;2.5;0;0
0;0;1;0;0;1;1;1;0;2;15;2;59;59;59;59;0;0;9.090909091;7;20;2.5;20;8
0;0;0;1;1;0;1;1;2;0;5;2;60.5;60.5;60.5;60.5;6.666666667;9;0;0;20;6.5;12;6
0;0;1;0;1;0;1;1;2;0;25;2;31.5;31.5;31.5;31.5;5.263157895;9;0;0;7.368421053;2.5;13.68421053;6
0;0;0;1;0;1;1;1;0;2;10;2;19.33333333;19.33333333;19.33333333;19.33333333;0;0;10.76923077;5;16.92307692;6.5;13.84615385;6
0;0;1;0;0;1;1;0;0;2;20;0;38;38;38;38;0;0;10.47619048;9;2.857142857;2.5;0;0
1;0;0;0;1;0;1;0;2;0;10;0;41;41;41;41;24.28571429;5;0;0;15.71428571;4.5;0;0
0;1;0;0;1;1;1;0;2;2;10;0;65;65;65;65;20;7;44;9;44;2.5;0;0
0;1;0;0;0;1;1;1;0;2;10;2;17.33333333;17.33333333;17.33333333;17.33333333;0;0;10.58823529;5;17.64705882;6.5;10.58823529;8
0;0;1;0;0;1;1;0;0;2;5;0;64;64;64;64;0;0;15.78947368;9;11.57894737;4.5;0;0
0;0;1;0;1;1;1;0;2;2;5;0;31.5;31.5;31.5;31.5;9.473684211;9;13.68421053;7;6.315789474;2.5;0;0
0;0;0;1;1;0;1;1;2;0;15;2;25.33333333;25.33333333;25.33333333;25.33333333;9.473684211;7;0;0;11.57894737;2.5;9.473684211;8
0;0;1;0;1;0;1;0;2;0;5;0;30.6;30.6;30.6;30.6;9.333333333;9;0;0;14.66666667;4.5;0;0
0;0;0;1;0;0;1;1;0;0;5;2;33.5;33.5;33.5;33.5;0;0;0;0;10.47619048;4.5;8.571428571;4
0;1;0;0;1;1;1;0;2;2;5;0;33.66666667;33.66666667;33.66666667;33.66666667;27.14285714;5;4.285714286;9;15.71428571;4.5;0;0
0;1;0;0;0;1;1;0;0;2;5;0;26;26;26;26;0;0;13.84615385;5;12.30769231;2.5;0;0
0;0;1;0;1;1;1;0;2;2;10;0;67;67;67;67;9.090909091;7;12.72727273;5;23.63636364;6.5;0;0
0;0;1;0;1;0;1;1;2;0;20;2;46;46;46;46;52;5;0;0;12;4.5;44;6
0;0;1;0;1;0;1;1;2;0;15;2;50.66666667;50.66666667;50.66666667;50.66666667;8.235294118;5;0;0;17.64705882;4.5;20;6
1;0;0;0;1;0;1;0;2;0;15;0;70.5;70.5;70.5;70.5;20;5;0;0;10.76923077;6.5;0;0
0;0;0;1;0;1;1;1;0;2;5;2;31.5;31.5;31.5;31.5;0;0;3.529411765;9;15.29411765;4.5;20;4
0;1;0;0;0;1;1;1;0;2;25;2;57.5;57.5;57.5;57.5;0;0;10.66666667;9;9.333333333;4.5;20;4
0;1;0;0;1;1;0;1;2;2;0;2;67;67;67;67;28;7;52;9;0;0;36;4
0;0;1;0;0;1;1;0;0;2;25;0;34.8;34.8;34.8;34.8;0;0;28.88888889;7;11.11111111;2.5;0;0
0;0;0;1;1;0;1;1;2;0;15;2;32;32;32;32;13.04347826;9;0;0;7.826086957;2.5;6.956521739;8
0;0;0;1;1;0;1;1;2;0;10;2;47;47;47;47;30.90909091;5;0;0;12.72727273;6.5;20;6
1;0;0;0;1;0;1;0;2;0;15;0;60.5;60.5;60.5;60.5;7.058823529;9;0;0;5.882352941;2.5;0;0
1;0;0;0;1;0;1;1;2;0;10;2;31;31;31;31;17.33333333;7;0;0;13.33333333;2.5;14.66666667;8
0;1;0;0;0;1;1;0;0;2;10;0;36.33333333;36.33333333;36.33333333;36.33333333;0;0;21.42857143;5;18.57142857;6.5;0;0
0;1;0;0;0;1;1;1;0;2;20;2;69.5;69.5;69.5;69.5;0;0;17.64705882;5;17.64705882;6.5;10.58823529;6
0;0;1;0;1;0;1;0;2;0;10;0;23;23;23;23;13.33333333;7;0;0;9.333333333;6.5;0;0
1;0;0;0;1;1;0;1;2;2;0;2;57.5;57.5;57.5;57.5;15.71428571;9;18.57142857;7;0;0;12.85714286;4
0;0;1;0;1;1;1;0;2;2;10;0;31;31;31;31;2.4;9;12;9;5.6;2.5;0;0
0;0;0;1;0;1;1;1;0;2;25;2;36.33333333;36.33333333;36.33333333;36.33333333;0;0;15.71428571;7;12.85714286;2.5;12.85714286;8
0;0;0;1;1;0;1;1;2;0;25;2;62.5;62.5;62.5;62.5;9.411764706;7;0;0;12.94117647;2.5;10.58823529;8
0;0;1;0;0;1;1;0;0;2;20;0;19.66666667;19.66666667;19.66666667;19.66666667;0;0;20;5;20;6.5;0;0
0;0;0;1;0;1;1;1;0;2;5;2;33.66666667;33.66666667;33.66666667;33.66666667;0;0;30.90909091;9;27.27272727;4.5;16.36363636;4
0;1;0;0;1;1;0;1;2;2;0;2;36;36;36;36;30.90909091;7;20;5;0;0;20;8
1;0;0;0;1;1;1;0;2;2;25;0;34.5;34.5;34.5;34.5;5.882352941;5;12.94117647;9;15.29411765;4.5;0;0
0;0;1;0;0;1;1;0;0;2;5;0;33.2;33.2;33.2;33.2;0;0;15.29411765;9;12.94117647;4.5;0;0
0;0;1;0;1;0;1;1;2;0;25;2;34;34;34;34;20;5;0;0;8.421052632;4.5;11.57894737;6
0;0;0;1;1;0;1;1;2;0;25;2;55;55;55;55;5.882352941;9;0;0;8.235294118;2.5;17.64705882;6
0;0;0;1;1;0;0;1;2;0;0;2;13;13;13;13;14.66666667;5;0;0;0;0;17.33333333;6
0;1;0;0;0;1;1;1;0;2;10;2;41.5;41.5;41.5;41.5;0;0;7.368421053;7;20;6.5;11.57894737;4
0;0;1;0;1;1;1;0;2;2;5;0;39.33333333;39.33333333;39.33333333;39.33333333;6.666666667;9;8.148148148;7;11.11111111;4.5;0;0
0;0;0;1;0;1;1;1;0;2;20;2;36.33333333;36.33333333;36.33333333;36.33333333;0;0;12.85714286;9;7.142857143;2.5;18.57142857;6
0;0;0;1;0;0;1;1;0;0;15;2;41;41;41;41;0;0;0;0;9.565217391;4.5;7.826086957;4
0;0;1;0;0;1;1;1;0;2;10;2;59;59;59;59;0;0;17.33333333;9;8;2.5;12;6
0;1;0;0;1;1;1;0;2;2;5;0;70.5;70.5;70.5;70.5;10.76923077;5;7.692307692;9;13.84615385;4.5;0;0
0;0;0;1;1;1;0;1;2;2;0;2;46.33333333;46.33333333;46.33333333;46.33333333;6.666666667;7;18.0952381;9;0;0;12.38095238;4
0;0;0;1;0;1;1;1;0;2;20;2;21;21;21;21;0;0;32;9;20;2.5;44;6
1;0;0;0;1;0;1;1;2;0;15;2;30.5;30.5;30.5;30.5;9.090909091;5;0;0;27.27272727;6.5;16.36363636;8
1;0;0;0;1;1;0;1;2;2;0;2;32.33333333;32.33333333;32.33333333;32.33333333;20;5;16.36363636;7;0;0;16.36363636;8
1;0;0;0;1;1;1;0;2;2;20;0;52;52;52;52;10.76923077;7;16.92307692;5;29.23076923;4.5;0;0
0;0;1;0;0;1;1;0;0;2;10;0;61.5;61.5;61.5;61.5;0;0;20;9;4.615384615;2.5;0;0
1;0;0;0;1;0;1;1;2;0;25;2;33.5;33.5;33.5;33.5;6.666666667;9;0;0;10.47619048;4.5;8.571428571;4
0;0;1;0;0;0;1;1;0;0;15;2;32;32;32;32;0;0;0;0;8.235294118;4.5;20;4
0;0;1;0;0;1;1;1;0;2;5;2;40;40;40;40;0;0;20;5;7.368421053;6.5;9.473684211;6
0;0;0;1;0;1;1;1;0;2;5;2;39.33333333;39.33333333;39.33333333;39.33333333;0;0;10;9;15.71428571;4.5;12.85714286;4
1;0;0;0;1;0;1;1;2;0;5;2;33.5;33.5;33.5;33.5;5.714285714;5;0;0;6.666666667;6.5;8.571428571;6
1;0;0;0;1;0;1;1;2;0;15;2;63;63;63;63;10;7;0;0;27.14285714;4.5;15.71428571;4
0;0;0;1;0;1;1;1;0;2;10;2;22.4;22.4;22.4;22.4;0;0;11.76470588;5;10.58823529;2.5;10.58823529;6
0;0;0;1;1;0;1;1;2;0;15;2;40.33333333;40.33333333;40.33333333;40.33333333;3.888888889;5;0;0;9.444444444;6.5;6.111111111;6
0;0;0;1;0;1;1;1;0;2;25;2;62.5;62.5;62.5;62.5;0;0;10.4;9;4;4.5;8.8;4
0;0;1;0;1;1;1;0;2;2;15;0;32.33333333;32.33333333;32.33333333;32.33333333;8.421052632;5;7.368421053;7;7.368421053;6.5;0;0
1;0;0;0;1;1;0;1;2;2;0;2;66.5;66.5;66.5;66.5;16.92307692;7;20;5;0;0;13.84615385;8
0;0;0;1;1;0;1;1;2;0;5;2;52;52;52;52;8.695652174;7;0;0;7.826086957;2.5;9.565217391;8
0;0;1;0;1;1;1;0;2;2;10;0;31.5;31.5;31.5;31.5;3.448275862;9;4.137931034;7;7.586206897;2.5;0;0
0;0;1;0;0;1;1;0;0;2;20;0;20;20;20;20;0;0;28.88888889;7;15.55555556;6.5;0;0
1;0;0;0;1;1;1;0;2;2;10;0;31;31;31;31;5;9;7.222222222;5;2.777777778;4.5;0;0
0;1;0;0;1;1;1;0;2;2;10;0;64.5;64.5;64.5;64.5;7.2;9;4;7;5.6;2.5;0;0
1;0;0;0;1;0;1;1;2;0;5;2;53;53;53;53;8.235294118;5;0;0;5.882352941;4.5;11.76470588;6
0;0;1;0;0;1;1;1;0;2;5;2;46.66666667;46.66666667;46.66666667;46.66666667;0;0;15.78947368;7;5.263157895;2.5;9.473684211;8
0;1;0;0;1;1;0;1;2;2;0;2;31.5;31.5;31.5;31.5;10.34482759;9;6.206896552;7;0;0;6.206896552;4
1;0;0;0;1;1;1;0;2;2;5;0;63;63;63;63;31.42857143;9;31.42857143;7;31.42857143;2.5;0;0
1;0;0;0;1;1;1;0;2;2;5;0;23;23;23;23;33.33333333;5;11.11111111;9;15.55555556;4.5;0;0
0;0;1;0;1;0;1;1;2;0;10;2;36;36;36;36;22.35294118;7;0;0;8.235294118;6.5;12.94117647;4
0;0;0;1;1;0;1;1;2;0;5;2;32.75;32.75;32.75;32.75;44;9;0;0;24;4.5;32;4
0;0;1;0;0;0;1;1;0;0;15;2;46.5;46.5;46.5;46.5;0;0;0;0;8.421052632;2.5;9.473684211;6
0;1;0;0;1;1;0;0;2;2;0;0;49;49;49;49;28.88888889;7;15.55555556;9;0;0;0;0
1;0;0;0;1;0;1;1;2;0;25;2;60;60;60;60;24;9;0;0;28;4.5;76;4
0;0;0;1;1;0;1;1;2;0;25;2;33.2;33.2;33.2;33.2;8.235294118;9;0;0;12.94117647;2.5;12.94117647;6
0;0;1;0;1;0;1;1;2;0;25;2;64.5;64.5;64.5;64.5;4.285714286;7;0;0;15.71428571;6.5;18.57142857;4
1;0;0;0;1;1;1;0;2;2;10;0;55;55;55;55;20;9;28.88888889;5;11.11111111;4.5;0;0
0;0;0;1;1;0;0;1;2;0;0;2;34;34;34;34;10.34482759;5;0;0;0;0;6.206896552;8
0;0;0;1;0;1;1;1;0;2;25;2;59;59;59;59;0;0;28.88888889;7;13.33333333;6.5;20;4
0;0;0;1;0;1;1;1;0;2;10;2;25.2;25.2;25.2;25.2;0;0;3.888888889;9;3.888888889;4.5;5;4
1;0;0;0;1;0;1;1;2;0;25;2;49;49;49;49;6.666666667;7;0;0;33.33333333;6.5;20;4
0;0;0;1;0;1;1;1;0;2;20;2;40;40;40;40;0;0;16.92307692;9;16.92307692;2.5;16.92307692;6
0;0;1;0;1;0;1;0;2;0;20;0;62.5;62.5;62.5;62.5;12;5;0;0;15.2;6.5;0;0
0;0;0;1;0;1;1;1;0;2;15;2;22;22;22;22;0;0;37.14285714;5;20;4.5;25.71428571;8
0;0;0;1;0;0;1;1;0;0;20;2;52;52;52;52;0;0;0;0;6.111111111;4.5;4.444444444;4
1;0;0;0;1;1;1;0;2;2;10;0;33.66666667;33.66666667;33.66666667;33.66666667;12.72727273;7;9.090909091;7;12.72727273;6.5;0;0
0;0;1;0;1;1;1;0;2;2;5;0;28;28;28;28;9.333333333;5;25.33333333;5;9.333333333;6.5;0;0
0;0;1;0;1;1;1;0;2;2;20;0;48.5;48.5;48.5;48.5;11.57894737;9;13.68421053;5;5.263157895;4.5;0;0
0;0;0;1;1;0;1;1;2;0;10;2;67;67;67;67;9.090909091;9;0;0;16.36363636;2.5;16.36363636;4
0;0;0;1;0;1;1;1;0;2;25;2;41.33333333;41.33333333;41.33333333;41.33333333;0;0;17.14285714;5;37.14285714;4.5;28.57142857;8
0;1;0;0;0;1;1;1;0;2;25;2;40;40;40;40;0;0;17.33333333;5;25.33333333;4.5;17.33333333;8
1;0;0;0;1;1;1;0;2;2;10;0;56;56;56;56;4;9;12;5;20;4.5;0;0
1;0;0;0;1;0;1;1;2;0;20;2;42;42;42;42;16.52173913;9;0;0;6.086956522;2.5;7.826086957;4
1;0;0;0;1;1;0;1;2;2;0;2;41.33333333;41.33333333;41.33333333;41.33333333;7.142857143;7;21.42857143;5;0;0;15.71428571;8
1;0;0;0;1;1;1;0;2;2;10;0;67;67;67;67;17.14285714;9;37.14285714;7;20;2.5;0;0
0;0;0;1;0;0;1;1;0;0;5;2;39;39;39;39;0;0;0;0;12.72727273;2.5;27.27272727;6
0;0;0;1;1;1;0;1;2;2;0;2;51.5;51.5;51.5;51.5;24.44444444;5;6.666666667;9;0;0;24.44444444;6
0;0;1;0;1;0;1;1;2;0;10;2;18.75;18.75;18.75;18.75;10.76923077;7;0;0;10.76923077;6.5;16.92307692;4
0;0;1;0;0;1;1;0;0;2;5;0;29.75;29.75;29.75;29.75;0;0;12.38095238;5;6.666666667;4.5;0;0
1;0;0;0;1;1;1;0;2;2;15;0;36;36;36;36;11.30434783;9;16.52173913;7;6.086956522;2.5;0;0
0;0;0;1;1;1;0;1;2;2;0;2;29.75;29.75;29.75;29.75;10.47619048;5;2.857142857;9;0;0;10.47619048;6
0;0;1;0;0;1;1;1;0;2;10;2;12.25;12.25;12.25;12.25;0;0;11.42857143;7;18.57142857;6.5;21.42857143;4
1;0;0;0;1;0;1;1;2;0;10;2;67;67;67;67;36;9;0;0;52;4.5;60;4
1;0;0;0;1;1;1;0;2;2;5;0;55;55;55;55;22.22222222;7;28.88888889;9;20;2.5;0;0
0;0;1;0;1;0;1;0;2;0;15;0;50.66666667;50.66666667;50.66666667;50.66666667;17.64705882;5;0;0;10.58823529;6.5;0;0
0;0;0;1;0;0;1;1;0;0;10;2;20;20;20;20;0;0;0;0;24.44444444;2.5;33.33333333;6
0;0;1;0;1;0;1;0;2;0;25;0;30.5;30.5;30.5;30.5;9.473684211;9;0;0;15.78947368;4.5;0;0
0;1;0;0;1;1;1;0;2;2;25;0;40;40;40;40;20;9;10.76923077;7;13.84615385;2.5;0;0
1;0;0;0;1;0;1;1;2;0;20;2;25.5;25.5;25.5;25.5;70;9;0;0;130;4.5;80;4
0;0;0;1;1;0;1;1;2;0;20;2;18;18;18;18;3.888888889;7;0;0;5;2.5;5;8
0;0;1;0;0;1;1;1;0;2;25;2;48.25;48.25;48.25;48.25;0;0;25.33333333;7;17.33333333;6.5;12;4
0;0;0;1;1;1;0;1;2;2;0;2;36;36;36;36;17.89473684;5;15.78947368;9;0;0;9.473684211;6
0;0;0;1;0;1;1;1;0;2;25;2;25.2;25.2;25.2;25.2;0;0;7.222222222;9;3.333333333;4.5;4.444444444;4
1;0;0;0;1;1;1;0;2;2;20;0;62;62;62;62;22.85714286;9;54.28571429;7;20;2.5;0;0
0;0;1;0;0;0;1;1;0;0;25;2;43.33333333;43.33333333;43.33333333;43.33333333;0;0;0;0;1.666666667;2.5;5;8
0;1;0;0;0;1;1;0;0;2;15;0;38.5;38.5;38.5;38.5;0;0;20;5;10.90909091;4.5;0;0
0;0;0;1;1;0;1;1;2;0;25;2;34.75;34.75;34.75;34.75;7.692307692;9;0;0;13.84615385;2.5;13.84615385;6
0;1;0;0;0;1;1;0;0;2;20;0;27;27;27;27;0;0;7.142857143;9;12.85714286;2.5;0;0
0;0;0;1;0;0;1;1;0;0;10;2;64;64;64;64;0;0;0;0;10;4.5;12.85714286;4
0;1;0;0;0;1;1;1;0;2;25;2;60.5;60.5;60.5;60.5;0;0;3.529411765;9;20;4.5;12.94117647;4
1;0;0;0;1;1;1;0;2;2;15;0;32.33333333;32.33333333;32.33333333;32.33333333;11.57894737;7;9.473684211;5;9.473684211;6.5;0;0
0;0;0;1;0;1;1;1;0;2;10;2;26;26;26;26;0;0;9.090909091;5;18.18181818;6.5;16.36363636;6
0;0;1;0;1;0;1;1;2;0;25;2;32.33333333;32.33333333;32.33333333;32.33333333;16.36363636;7;0;0;30.90909091;6.5;16.36363636;4
0;0;0;1;0;0;1;1;0;0;20;2;30.33333333;30.33333333;30.33333333;30.33333333;0;0;0;0;5.263157895;4.5;9.473684211;8
0;0;1;0;0;1;1;0;0;2;15;0;34;34;34;34;0;0;11.57894737;9;7.368421053;2.5;0;0
1;0;0;0;1;0;1;1;2;0;15;2;24;24;24;24;4.615384615;9;0;0;13.84615385;4.5;20;4
0;0;0;1;0;1;1;1;0;2;25;2;37;37;37;37;0;0;6.206896552;7;3.448275862;2.5;6.896551724;8
0;1;0;0;1;1;0;1;2;2;0;2;59;59;59;59;28.88888889;7;15.55555556;9;0;0;20;4
0;0;1;0;0;1;1;0;0;2;25;0;17.75;17.75;17.75;17.75;0;0;9.333333333;7;25.33333333;6.5;0;0
0;1;0;0;1;1;1;0;2;2;5;0;65.5;65.5;65.5;65.5;24.28571429;5;10;7;18.57142857;6.5;0;0
0;0;0;1;1;0;1;1;2;0;25;2;38.2;38.2;38.2;38.2;5;7;0;0;3.888888889;6.5;9.444444444;4
0;0;1;0;1;0;1;0;2;0;10;0;25.2;25.2;25.2;25.2;7.222222222;7;0;0;6.111111111;6.5;0;0
0;0;1;0;0;0;1;1;0;0;10;2;25;25;25;25;0;0;0;0;7.826086957;4.5;9.565217391;4
