choice_0_0;choice_1_0;choice_2_0;choice_3_0;av_0_0;av_1_0;av_2_0;av_3_0;LADE_TANK_ZEIT_0_0;LADE_TANK_ZEIT_1_0;LADE_TANK_ZEIT_2_0;LADE_TANK_ZEIT_3_0;MEAN_HH_AGE_0_0;MEAN_HH_AGE_1_0;MEAN_HH_AGE_2_0;MEAN_HH_AGE_3_0;RELATIVER_KAUFPREIS_0_0;REICHWEITE_DURCH100_0_0;RELATIVER_KAUFPREIS_1_0;REICHWEITE_DURCH100_1_0;RELATIVER_KAUFPREIS_2_0;REICHWEITE_DURCH100_2_0;RELATIVER_KAUFPREIS_3_0;REICHWEITE_DURCH100_3_0
1;0;0;0;1;1;1;0;2;2;10;0;24;24;24;24;17.33333333;9;6.666666667;7;14.66666667;2.5;0;0
0;0;1;0;0;1;1;1;0;2;20;2;20.66666667;20.66666667;20.66666667;20.66666667;0;0;7.368421053;9;7.368421053;4.5;9.473684211;6
1;0;0;0;1;1;1;0;2;2;10;0;17.75;17.75;17.75;17.75;10.47619048;7;9.523809524;5;16.19047619;6.5;0;0
1;0;0;0;1;0;1;1;2;0;5;2;44.5;44.5;44.5;44.5;5.882352941;5;0;0;20;6.5;15.29411765;6
0;0;0;1;1;0;1;1;2;0;25;2;68.5;68.5;68.5;68.5;27.27272727;5;0;0;27.27272727;6.5;16.36363636;6
0;1;0;0;0;1;1;0;0;2;25;0;39.66666667;39.66666667;39.66666667;39.66666667;0;0;13.04347826;9;8.695652174;2.5;0;0
0;0;0;1;1;0;1;1;2;0;25;2;23;23;23;23;12.30769231;7;0;0;16.92307692;2.5;23.07692308;8
0;1;0;0;1;1;1;0;2;2;20;0;37;37;37;37;7.222222222;5;3.333333333;7;7.222222222;6.5;0;0
0;1;0;0;0;1;1;0;0;2;5;0;69.5;69.5;69.5;69.5;0;0;5.882352941;9;10.58823529;4.5;0;0
0;0;1;0;0;1;1;0;0;2;10;0;23.75;23.75;23.75;23.75;0;0;20;7;9.333333333;6.5;0;0
1;0;0;0;1;1;1;0;2;2;25;0;30.5;30.5;30.5;30.5;20;5;9.090909091;9;9.090909091;4.5;0;0
0;0;1;0;1;1;1;0;2;2;10;0;24;24;24;24;23.07692308;5;12.30769231;9;10.76923077;4.5;0;0
0;0;0;1;1;0;1;1;2;0;20;2;25.2;25.2;25.2;25.2;8.333333333;5;0;0;3.888888889;6.5;5;6
0;0;1;0;0;1;1;1;0;2;10;2;59;59;59;59;0;0;22.22222222;5;20;4.5;22.22222222;8
0;0;1;0;1;1;1;0;2;2;15;0;64;64;64;64;29.23076923;7;9.230769231;5;16.92307692;6.5;0;0
0;0;1;0;1;0;1;0;2;0;20;0;32.75;32.75;32.75;32.75;20;7;0;0;24;2.5;0;0
0;0;0;1;1;0;1;1;2;0;5;2;30;30;30;30;16.92307692;5;0;0;16.92307692;4.5;26.15384615;8
1;0;0;0;1;1;0;1;2;2;0;2;30;30;30;30;4.285714286;9;18.57142857;7;0;0;24.28571429;4
0;0;1;0;0;1;1;1;0;2;5;2;69;69;69;69;0;0;18.57142857;7;24.28571429;6.5;15.71428571;4
0;1;0;0;0;1;1;0;0;2;5;0;59.5;59.5;59.5;59.5;0;0;13.04347826;7;9.565217391;2.5;0;0
0;0;0;1;0;1;1;1;0;2;20;2;57.5;57.5;57.5;57.5;0;0;7.368421053;7;13.68421053;6.5;8.421052632;4
0;0;1;0;1;0;1;1;2;0;15;2;26.66666667;26.66666667;26.66666667;26.66666667;2.4;9;0;0;4.8;2.5;7.2;6
0;1;0;0;1;1;1;0;2;2;15;0;30.75;30.75;30.75;30.75;7.222222222;7;7.222222222;5;8.333333333;6.5;0;0
0;1;0;0;0;1;1;1;0;2;15;2;44.5;44.5;44.5;44.5;0;0;14.28571429;7;31.42857143;2.5;31.42857143;8
1;0;0;0;1;0;1;0;2;0;5;0;48.5;48.5;48.5;48.5;6.315789474;5;0;0;11.57894737;6.5;0;0
0;0;0;1;0;0;1;1;0;0;10;2;28.33333333;28.33333333;28.33333333;28.33333333;0;0;0;0;17.77777778;2.5;20;8
1;0;0;0;1;1;1;0;2;2;20;0;40;40;40;40;20;5;20;7;20;6.5;0;0
0;0;0;1;1;0;1;1;2;0;10;2;29;29;29;29;9.090909091;7;0;0;30.90909091;6.5;16.36363636;4
0;1;0;0;0;1;1;1;0;2;10;2;37.66666667;37.66666667;37.66666667;37.66666667;0;0;4.615384615;7;20;6.5;13.84615385;8
0;1;0;0;0;1;1;0;0;2;5;0;32.33333333;32.33333333;32.33333333;32.33333333;0;0;24.44444444;5;20;6.5;0;0
0;1;0;0;0;1;1;0;0;2;10;0;41.5;41.5;41.5;41.5;0;0;7.368421053;9;7.368421053;2.5;0;0
0;0;0;1;1;0;1;1;2;0;5;2;30.5;30.5;30.5;30.5;6.111111111;5;0;0;3.888888889;4.5;8.333333333;8
0;1;0;0;0;1;1;1;0;2;5;2;24;24;24;24;0;0;28;7;28;2.5;60;8
0;1;0;0;1;1;1;0;2;2;15;0;40.66666667;40.66666667;40.66666667;40.66666667;14.28571429;5;14.28571429;9;48.57142857;4.5;0;0
0;0;1;0;0;1;1;1;0;2;15;2;63;63;63;63;0;0;24.44444444;9;17.77777778;2.5;28.88888889;6
1;0;0;0;1;0;1;1;2;0;10;2;29;29;29;29;10.76923077;5;0;0;26.15384615;4.5;16.92307692;8
0;0;0;1;1;0;1;1;2;0;25;2;33;33;33;33;6.111111111;7;0;0;8.333333333;6.5;5.555555556;4
0;1;0;0;0;1;1;0;0;2;25;0;66;66;66;66;0;0;100;7;110;6.5;0;0
0;0;1;0;1;0;1;1;2;0;25;2;59;59;59;59;24.44444444;9;0;0;11.11111111;2.5;24.44444444;6
0;0;0;1;1;0;1;1;2;0;10;2;14;14;14;14;11.57894737;5;0;0;15.78947368;6.5;11.57894737;4
0;0;0;1;0;1;1;1;0;2;10;2;65;65;65;65;0;0;14.28571429;9;42.85714286;6.5;25.71428571;4
0;0;1;0;1;0;1;1;2;0;10;2;62.5;62.5;62.5;62.5;11.76470588;7;0;0;8.235294118;2.5;10.58823529;8
1;0;0;0;1;0;1;1;2;0;20;2;59.5;59.5;59.5;59.5;6.666666667;9;0;0;18.0952381;6.5;7.619047619;6
0;1;0;0;0;1;1;1;0;2;25;2;18;18;18;18;0;0;8.235294118;5;15.29411765;4.5;10.58823529;8
0;0;0;1;1;0;1;1;2;0;15;2;36;36;36;36;11.57894737;7;0;0;20;4.5;11.57894737;4
0;0;1;0;1;1;1;0;2;2;15;0;20.66666667;20.66666667;20.66666667;20.66666667;7.826086957;5;2.608695652;7;6.956521739;6.5;0;0
0;1;0;0;0;1;1;1;0;2;20;2;42.66666667;42.66666667;42.66666667;42.66666667;0;0;3.888888889;9;3.888888889;4.5;6.111111111;4
0;1;0;0;0;1;1;1;0;2;25;2;65.5;65.5;65.5;65.5;0;0;10.90909091;9;12.72727273;4.5;20;4
0;0;0;1;0;1;1;1;0;2;10;2;18.75;18.75;18.75;18.75;0;0;20;7;10.76923077;2.5;13.84615385;8
1;0;0;0;1;1;1;0;2;2;20;0;49.5;49.5;49.5;49.5;9.090909091;7;23.63636364;5;20;6.5;0;0
0;0;0;1;1;0;0;1;2;0;0;2;30;30;30;30;31.42857143;5;0;0;0;0;25.71428571;8
0;0;1;0;1;0;1;0;2;0;5;0;23.5;23.5;23.5;23.5;20;9;0;0;11.57894737;2.5;0;0
1;0;0;0;1;1;0;1;2;2;0;2;54.66666667;54.66666667;54.66666667;54.66666667;20;7;7.368421053;5;0;0;11.57894737;8
0;0;1;0;0;0;1;1;0;0;20;2;43.33333333;43.33333333;43.33333333;43.33333333;0;0;0;0;8.571428571;4.5;8.571428571;4
0;1;0;0;0;1;1;1;0;2;5;2;42.33333333;42.33333333;42.33333333;42.33333333;0;0;23.63636364;9;12.72727273;2.5;23.63636364;6
0;0;1;0;0;1;1;0;0;2;25;0;34;34;34;34;0;0;6.086956522;9;11.30434783;4.5;0;0
0;0;0;1;1;0;1;1;2;0;20;2;21;21;21;21;24;7;0;0;52;4.5;36;8
0;0;1;0;1;1;1;0;2;2;25;0;31;31;31;31;8.421052632;7;13.68421053;9;3.157894737;2.5;0;0
0;0;1;0;1;0;1;1;2;0;10;2;22;22;22;22;60;5;0;0;24;6.5;44;8
0;0;0;1;1;0;1;1;2;0;15;2;32.6;32.6;32.6;32.6;15.78947368;9;0;0;5.263157895;4.5;9.473684211;4
0;0;1;0;0;1;1;0;0;2;5;0;37;37;37;37;0;0;27.27272727;5;16.36363636;6.5;0;0
0;1;0;0;0;1;1;1;0;2;15;2;32;32;32;32;0;0;22.35294118;7;9.411764706;2.5;10.58823529;8
0;0;1;0;0;1;1;0;0;2;5;0;24;24;24;24;0;0;23.07692308;9;16.92307692;2.5;0;0
0;1;0;0;0;1;1;1;0;2;10;2;39;39;39;39;0;0;6.666666667;7;8.571428571;2.5;8.571428571;8
1;0;0;0;1;0;1;1;2;0;10;2;66;66;66;66;70;9;0;0;150;4.5;150;4
0;0;1;0;1;1;1;0;2;2;15;0;33.4;33.4;33.4;33.4;37.14285714;7;37.14285714;9;14.28571429;2.5;0;0
0;1;0;0;0;1;1;0;0;2;25;0;28;28;28;28;0;0;20;5;10.90909091;4.5;0;0
0;1;0;0;1;1;1;0;2;2;25;0;56.5;56.5;56.5;56.5;14.66666667;7;9.333333333;9;9.333333333;2.5;0;0
0;0;1;0;0;0;1;1;0;0;5;2;40.6;40.6;40.6;40.6;0;0;0;0;8.8;2.5;8;6
0;0;1;0;1;0;1;0;2;0;15;0;31;31;31;31;2.608695652;9;0;0;7.826086957;2.5;0;0
0;0;0;1;1;0;1;1;2;0;10;2;47;47;47;47;5.454545455;5;0;0;16.36363636;4.5;16.36363636;6
0;0;1;0;1;0;1;1;2;0;20;2;29;29;29;29;52;7;0;0;44;2.5;60;4
0;0;1;0;0;1;1;0;0;2;20;0;60;60;60;60;0;0;44;9;76;4.5;0;0
0;0;1;0;1;0;1;1;2;0;5;2;19.25;19.25;19.25;19.25;14.66666667;5;0;0;14.66666667;4.5;12;8
0;0;1;0;1;0;1;1;2;0;5;2;49;49;49;49;9.333333333;5;0;0;17.33333333;6.5;20;6
1;0;0;0;1;1;0;1;2;2;0;2;30.33333333;30.33333333;30.33333333;30.33333333;13.68421053;5;11.57894737;7;0;0;17.89473684;8
0;0;1;0;1;0;1;0;2;0;25;0;48.25;48.25;48.25;48.25;4;9;0;0;12;2.5;0;0
0;0;0;1;0;0;1;1;0;0;25;2;27;27;27;27;0;0;0;0;11.57894737;4.5;9.473684211;8
0;0;1;0;1;1;1;0;2;2;15;0;53.5;53.5;53.5;53.5;12.72727273;9;12.72727273;7;14.54545455;2.5;0;0
0;1;0;0;0;1;1;1;0;2;5;2;34.75;34.75;34.75;34.75;0;0;15.38461538;5;10.76923077;4.5;26.15384615;6
0;0;1;0;1;1;1;0;2;2;10;0;29.6;29.6;29.6;29.6;10.76923077;9;9.230769231;7;16.92307692;2.5;0;0
0;0;0;1;0;1;1;1;0;2;10;2;40;40;40;40;0;0;9.333333333;9;6.666666667;2.5;12;6
1;0;0;0;1;0;1;0;2;0;15;0;56;56;56;56;14.66666667;7;0;0;17.33333333;6.5;0;0
1;0;0;0;1;0;1;1;2;0;15;2;34.25;34.25;34.25;34.25;9.333333333;9;0;0;12;2.5;12;6
0;0;0;1;1;0;1;1;2;0;25;2;28;28;28;28;10.47619048;5;0;0;6.666666667;6.5;10.47619048;4
0;0;1;0;1;1;1;0;2;2;20;0;24;24;24;24;10.4;5;4;7;8.8;4.5;0;0
0;0;0;1;0;1;1;1;0;2;20;2;36.33333333;36.33333333;36.33333333;36.33333333;0;0;4.285714286;5;18.57142857;4.5;21.42857143;8
1;0;0;0;1;0;1;0;2;0;20;0;28.33333333;28.33333333;28.33333333;28.33333333;15.55555556;5;0;0;24.44444444;6.5;0;0
0;0;1;0;0;1;1;1;0;2;5;2;13.25;13.25;13.25;13.25;0;0;10.58823529;7;12.94117647;6.5;10.58823529;4
0;0;0;1;1;0;1;1;2;0;25;2;49;49;49;49;76;5;0;0;28;4.5;52;8
1;0;0;0;1;0;1;1;2;0;25;2;33.66666667;33.66666667;33.66666667;33.66666667;10;5;0;0;18.57142857;4.5;12.85714286;8
0;0;1;0;0;0;1;1;0;0;10;2;57.5;57.5;57.5;57.5;0;0;0;0;15.55555556;4.5;20;4
0;0;1;0;1;0;1;0;2;0;25;0;22.5;22.5;22.5;22.5;3.333333333;5;0;0;7.222222222;6.5;0;0
0;0;0;1;0;1;1;1;0;2;5;2;27.5;27.5;27.5;27.5;0;0;15.71428571;9;12.85714286;4.5;12.85714286;4
1;0;0;0;1;1;1;0;2;2;25;0;46;46;46;46;12;9;36;7;40;2.5;0;0
0;0;0;1;0;1;1;1;0;2;5;2;30.66666667;30.66666667;30.66666667;30.66666667;0;0;14.7826087;9;9.565217391;2.5;7.826086957;6
1;0;0;0;1;1;1;0;2;2;20;0;17.75;17.75;17.75;17.75;20;9;20;5;14.66666667;4.5;0;0
0;0;0;1;0;1;1;1;0;2;10;2;34;34;34;34;0;0;9.473684211;5;6.315789474;6.5;9.473684211;6
1;0;0;0;1;0;1;1;2;0;5;2;28.5;28.5;28.5;28.5;11.72413793;7;0;0;6.896551724;2.5;6.206896552;6
0;0;1;0;1;0;1;0;2;0;20;0;31.25;31.25;31.25;31.25;23.75;5;0;0;6.25;4.5;0;0
0;0;1;0;1;0;1;0;2;0;20;0;44;44;44;44;4.615384615;5;0;0;29.23076923;4.5;0;0
0;0;0;1;1;0;1;1;2;0;25;2;69;69;69;69;10.90909091;5;0;0;12.72727273;6.5;16.36363636;6
1;0;0;0;1;0;1;1;2;0;25;2;25;25;25;25;10.90909091;9;0;0;12.72727273;2.5;20;8
0;0;1;0;1;0;1;0;2;0;5;0;19;19;19;19;52;7;0;0;52;6.5;0;0
0;0;1;0;0;1;1;1;0;2;15;2;43.33333333;43.33333333;43.33333333;43.33333333;0;0;9.444444444;9;3.888888889;4.5;5;4
0;0;1;0;1;1;1;0;2;2;5;0;60;60;60;60;9.333333333;9;14.66666667;5;14.66666667;4.5;0;0
0;0;1;0;0;1;1;1;0;2;10;2;26.5;26.5;26.5;26.5;0;0;29.23076923;5;4.615384615;4.5;12.30769231;8
0;0;1;0;1;0;1;0;2;0;25;0;48.25;48.25;48.25;48.25;9.333333333;9;0;0;14.66666667;2.5;0;0
0;0;1;0;0;0;1;1;0;0;10;2;48;48;48;48;0;0;0;0;9.333333333;2.5;25.33333333;8
0;0;1;0;1;1;1;0;2;2;10;0;27;27;27;27;18.57142857;9;21.42857143;7;7.142857143;2.5;0;0
1;0;0;0;1;1;1;0;2;2;5;0;28.25;28.25;28.25;28.25;9.333333333;5;6.666666667;9;12;4.5;0;0
1;0;0;0;1;1;0;1;2;2;0;2;39;39;39;39;14.28571429;5;8.571428571;9;0;0;7.619047619;6
0;0;0;1;1;0;1;1;2;0;15;2;55;55;55;55;8.235294118;5;0;0;15.29411765;4.5;20;8
0;0;1;0;1;0;1;0;2;0;10;0;26;26;26;26;12.94117647;9;0;0;5.882352941;4.5;0;0
0;0;1;0;0;1;1;1;0;2;5;2;59;59;59;59;0;0;5.6;9;12;4.5;6.4;4
0;0;0;1;0;1;1;1;0;2;5;2;24;24;24;24;0;0;7.2;5;5.6;2.5;10.4;8
0;0;0;1;0;1;1;1;0;2;5;2;64.5;64.5;64.5;64.5;0;0;12.85714286;7;8.571428571;2.5;12.85714286;8
0;0;1;0;0;1;1;1;0;2;25;2;38.66666667;38.66666667;38.66666667;38.66666667;0;0;5.185185185;5;8.148148148;6.5;6.666666667;6
0;0;0;1;1;0;1;1;2;0;20;2;64.5;64.5;64.5;64.5;24.28571429;9;0;0;15.71428571;4.5;12.85714286;4
0;1;0;0;0;1;1;1;0;2;25;2;40;40;40;40;0;0;4;7;14.66666667;6.5;14.66666667;4
0;0;1;0;0;1;1;1;0;2;15;2;22.5;22.5;22.5;22.5;0;0;15.55555556;9;6.666666667;4.5;22.22222222;4
0;0;1;0;1;0;1;1;2;0;5;2;23;23;23;23;9.333333333;9;0;0;17.33333333;4.5;12;4
0;1;0;0;0;1;1;1;0;2;10;2;22.5;22.5;22.5;22.5;0;0;13.84615385;9;10.76923077;4.5;15.38461538;6
1;0;0;0;1;1;1;0;2;2;15;0;28.5;28.5;28.5;28.5;3.888888889;9;3.888888889;5;10.55555556;4.5;0;0
1;0;0;0;1;0;1;0;2;0;20;0;44.5;44.5;44.5;44.5;37.14285714;7;0;0;14.28571429;2.5;0;0
0;0;1;0;1;0;1;1;2;0;20;2;34;34;34;34;13.68421053;9;0;0;7.368421053;2.5;9.473684211;6
0;0;1;0;0;1;1;1;0;2;10;2;22.33333333;22.33333333;22.33333333;22.33333333;0;0;5;7;7.222222222;6.5;5;4
0;0;0;1;0;0;1;1;0;0;10;2;56.5;56.5;56.5;56.5;0;0;0;0;9.333333333;6.5;12;4
0;0;1;0;0;1;1;1;0;2;25;2;39;39;39;39;0;0;17.64705882;5;10.58823529;6.5;10.58823529;6
0;0;0;1;1;0;1;1;2;0;10;2;65.5;65.5;65.5;65.5;20;9;0;0;23.63636364;4.5;20;4
0;0;1;0;1;0;1;1;2;0;15;2;27;27;27;27;32;9;0;0;12;2.5;36;6
0;0;1;0;1;1;1;0;2;2;20;0;40;40;40;40;11.76470588;5;8.235294118;7;12.94117647;6.5;0;0
1;0;0;0;1;1;1;0;2;2;10;0;37.25;37.25;37.25;37.25;6.206896552;9;13.10344828;5;7.586206897;4.5;0;0
1;0;0;0;1;0;1;1;2;0;5;2;41.5;41.5;41.5;41.5;12.72727273;9;0;0;30.90909091;4.5;16.36363636;4
0;0;0;1;0;1;1;1;0;2;15;2;54.66666667;54.66666667;54.66666667;54.66666667;0;0;13.68421053;5;7.368421053;4.5;11.57894737;6
0;0;0;1;0;1;1;1;0;2;5;2;60.5;60.5;60.5;60.5;0;0;4;9;12;4.5;12;4
1;0;0;0;1;1;0;1;2;2;0;2;30.33333333;30.33333333;30.33333333;30.33333333;3.157894737;5;13.68421053;7;0;0;13.68421053;8
0;0;1;0;1;1;1;0;2;2;10;0;44;44;44;44;9.230769231;7;26.15384615;5;16.92307692;2.5;0;0
0;0;1;0;1;0;1;1;2;0;10;2;27;27;27;27;33.33333333;5;0;0;15.55555556;6.5;17.77777778;6
0;0;1;0;1;1;1;0;2;2;10;0;26.66666667;26.66666667;26.66666667;26.66666667;4;9;8.8;7;7.2;2.5;0;0
1;0;0;0;1;0;1;1;2;0;25;2;25.5;25.5;25.5;25.5;130;7;0;0;70;6.5;90;4
0;1;0;0;1;1;1;0;2;2;10;0;59;59;59;59;4;7;10.4;5;5.6;6.5;0;0
1;0;0;0;1;0;1;1;2;0;5;2;48;48;48;48;5.6;7;0;0;8.8;2.5;10.4;8
0;1;0;0;1;1;1;0;2;2;15;0;26;26;26;26;15.29411765;7;15.29411765;5;17.64705882;6.5;0;0
0;0;1;0;1;1;1;0;2;2;25;0;18.75;18.75;18.75;18.75;23.07692308;9;13.84615385;7;16.92307692;2.5;0;0
0;0;1;0;0;1;1;0;0;2;10;0;18.5;18.5;18.5;18.5;0;0;14.66666667;9;10.66666667;2.5;0;0
0;0;0;1;1;0;1;1;2;0;20;2;50;50;50;50;16.36363636;7;0;0;30.90909091;6.5;20;4
0;0;1;0;0;1;1;1;0;2;15;2;48.25;48.25;48.25;48.25;0;0;9.333333333;9;12;4.5;13.33333333;4
0;1;0;0;0;1;1;0;0;2;25;0;64;64;64;64;0;0;15.29411765;7;8.235294118;2.5;0;0
1;0;0;0;1;0;1;1;2;0;20;2;31.5;31.5;31.5;31.5;15.29411765;7;0;0;8.235294118;6.5;10.58823529;4
0;0;1;0;1;0;1;0;2;0;5;0;33;33;33;33;10.47619048;5;0;0;9.523809524;4.5;0;0
0;0;0;1;0;0;1;1;0;0;10;2;39.5;39.5;39.5;39.5;0;0;0;0;12.72727273;6.5;16.36363636;4
1;0;0;0;1;0;1;1;2;0;15;2;48;48;48;48;8.8;9;0;0;12;4.5;8.8;4
0;0;1;0;0;1;1;1;0;2;5;2;23.5;23.5;23.5;23.5;0;0;10.58823529;7;7.058823529;2.5;10.58823529;8
1;0;0;0;1;1;1;0;2;2;20;0;39;39;39;39;7.058823529;9;5.882352941;5;17.64705882;4.5;0;0
0;0;1;0;0;0;1;1;0;0;10;2;36;36;36;36;0;0;0;0;5.185185185;2.5;14.07407407;8
0;0;0;1;0;1;1;1;0;2;10;2;64.66666667;64.66666667;64.66666667;64.66666667;0;0;12;9;9.333333333;4.5;13.33333333;6
0;0;1;0;0;1;1;1;0;2;15;2;46.66666667;46.66666667;46.66666667;46.66666667;0;0;7.368421053;7;7.368421053;6.5;8.421052632;4
0;0;0;1;0;1;1;1;0;2;5;2;59;59;59;59;0;0;20;5;60;6.5;36;6
0;0;1;0;1;0;1;0;2;0;25;0;20.75;20.75;20.75;20.75;8.965517241;9;0;0;13.10344828;4.5;0;0
0;0;1;0;1;1;1;0;2;2;10;0;31;31;31;31;11.30434783;9;7.826086957;7;6.956521739;2.5;0;0
0;0;1;0;1;1;1;0;2;2;10;0;36;36;36;36;3.888888889;5;5;7;7.222222222;6.5;0;0
0;0;0;1;1;0;1;1;2;0;15;2;58;58;58;58;8.571428571;9;0;0;10;2.5;18.57142857;6
0;0;1;0;1;1;1;0;2;2;10;0;58;58;58;58;8.571428571;5;4.285714286;7;15.71428571;6.5;0;0
0;0;1;0;1;0;1;0;2;0;15;0;37;37;37;37;20;7;0;0;20;2.5;0;0
0;0;1;0;0;1;1;0;0;2;25;0;50;50;50;50;0;0;10.76923077;7;16.92307692;6.5;0;0
0;1;0;0;1;1;1;0;2;2;20;0;35.5;35.5;35.5;35.5;3.888888889;9;8.333333333;5;1.666666667;4.5;0;0
0;0;1;0;0;0;1;1;0;0;20;2;26;26;26;26;0;0;0;0;9.090909091;4.5;16.36363636;8
0;0;1;0;1;1;1;0;2;2;25;0;59;59;59;59;10.4;7;5.6;9;4.8;2.5;0;0
0;0;0;1;0;1;1;1;0;2;20;2;42;42;42;42;0;0;6.086956522;5;11.30434783;4.5;13.04347826;8
0;0;1;0;0;1;1;1;0;2;25;2;33;33;33;33;0;0;7.619047619;5;8.571428571;6.5;10.47619048;6
0;0;1;0;1;0;1;1;2;0;15;2;37;37;37;37;23.63636364;9;0;0;23.63636364;4.5;27.27272727;4
1;0;0;0;1;1;1;0;2;2;20;0;31;31;31;31;25.33333333;5;8;9;6.666666667;2.5;0;0
0;0;1;0;1;0;1;1;2;0;20;2;20;20;20;20;2.068965517;9;0;0;6.206896552;2.5;5.517241379;6
0;0;1;0;1;0;1;1;2;0;15;2;33;33;33;33;5.714285714;9;0;0;6.666666667;2.5;12.38095238;6
0;0;0;1;0;1;1;1;0;2;15;2;59;59;59;59;0;0;24.44444444;5;22.22222222;4.5;24.44444444;8
0;0;1;0;0;1;1;0;0;2;5;0;36;36;36;36;0;0;9.62962963;7;9.62962963;6.5;0;0
0;0;1;0;0;1;1;0;0;2;10;0;20;20;20;20;0;0;11.72413793;7;7.586206897;2.5;0;0
0;1;0;0;0;1;0;1;0;2;0;2;59;59;59;59;0;0;14.54545455;7;0;0;16.36363636;4
0;0;0;1;0;0;1;1;0;0;15;2;23;23;23;23;0;0;0;0;16.92307692;6.5;13.84615385;4
0;0;1;0;1;0;1;1;2;0;15;2;25;25;25;25;10.66666667;5;0;0;9.333333333;6.5;12;6
0;0;1;0;1;1;1;0;2;2;25;0;32.33333333;32.33333333;32.33333333;32.33333333;22.22222222;5;24.44444444;7;20;6.5;0;0
0;0;0;1;0;1;1;1;0;2;10;2;40.33333333;40.33333333;40.33333333;40.33333333;0;0;12;7;14.66666667;2.5;20;8
0;0;1;0;0;1;1;1;0;2;25;2;34.25;34.25;34.25;34.25;0;0;16.36363636;7;9.090909091;2.5;20;8
1;0;0;0;1;0;1;1;2;0;20;2;57.5;57.5;57.5;57.5;3.888888889;9;0;0;3.888888889;4.5;5;4
0;0;1;0;1;0;1;1;2;0;10;2;30;30;30;30;8.571428571;9;0;0;17.14285714;4.5;31.42857143;4
0;0;1;0;1;0;1;1;2;0;25;2;24;24;24;24;12;5;0;0;10.4;6.5;10.4;6
0;1;0;0;1;1;1;0;2;2;5;0;18.5;18.5;18.5;18.5;9.333333333;7;4;5;22.66666667;6.5;0;0
0;0;1;0;1;0;1;0;2;0;15;0;46;46;46;46;20;7;0;0;12.72727273;6.5;0;0
0;0;0;1;1;1;0;1;2;2;0;2;58;58;58;58;14.28571429;5;54.28571429;7;0;0;31.42857143;8
1;0;0;0;1;0;1;1;2;0;20;2;57;57;57;57;4.615384615;5;0;0;16.92307692;6.5;13.84615385;6
0;1;0;0;1;1;1;0;2;2;5;0;36;36;36;36;9.444444444;5;6.111111111;9;3.888888889;4.5;0;0
0;0;0;1;1;0;1;1;2;0;20;2;16;16;16;16;7.407407407;9;0;0;8.148148148;2.5;8.148148148;8
0;1;0;0;0;1;1;1;0;2;20;2;32;32;32;32;0;0;5.882352941;7;11.76470588;2.5;10.58823529;8
0;0;1;0;0;1;1;1;0;2;15;2;41;41;41;41;0;0;24.44444444;7;22.22222222;2.5;24.44444444;8
0;0;1;0;0;0;1;1;0;0;5;2;29.6;29.6;29.6;29.6;0;0;0;0;16.92307692;2.5;15.38461538;6
0;0;1;0;0;0;1;1;0;0;10;2;35.5;35.5;35.5;35.5;0;0;0;0;12.85714286;6.5;21.42857143;6
0;1;0;0;1;1;1;0;2;2;20;0;23;23;23;23;10.52631579;5;7.368421053;7;11.57894737;6.5;0;0
0;0;1;0;0;1;1;0;0;2;25;0;26.75;26.75;26.75;26.75;0;0;7.058823529;5;12.94117647;6.5;0;0
0;1;0;0;0;1;1;1;0;2;20;2;58;58;58;58;0;0;31.42857143;9;20;2.5;28.57142857;6
0;0;1;0;1;0;1;1;2;0;15;2;50;50;50;50;10.76923077;7;0;0;10.76923077;6.5;20;4
0;1;0;0;0;1;1;0;0;2;20;0;26.33333333;26.33333333;26.33333333;26.33333333;0;0;13.68421053;9;8.421052632;4.5;0;0
0;1;0;0;0;1;1;1;0;2;25;2;40;40;40;40;0;0;20;5;20;6.5;23.07692308;4
0;0;0;1;0;1;1;1;0;2;15;2;34;34;34;34;0;0;9.565217391;5;16.52173913;6.5;13.04347826;6
1;0;0;0;1;0;1;0;2;0;15;0;26.33333333;26.33333333;26.33333333;26.33333333;9.473684211;5;0;0;3.157894737;4.5;0;0
0;0;0;1;0;1;1;1;0;2;5;2;20.33333333;20.33333333;20.33333333;20.33333333;0;0;7.407407407;9;3.703703704;4.5;8.148148148;4
0;0;1;0;0;1;1;0;0;2;10;0;20.75;20.75;20.75;20.75;0;0;8.8;5;4.8;6.5;0;0
0;1;0;0;1;1;1;0;2;2;10;0;22.75;22.75;22.75;22.75;5.882352941;7;8.235294118;9;12.94117647;2.5;0;0
0;0;1;0;1;1;1;0;2;2;25;0;20;20;20;20;7.586206897;5;4.827586207;7;7.586206897;6.5;0;0
0;1;0;0;0;1;1;1;0;2;20;2;63;63;63;63;0;0;8.235294118;7;12.94117647;4.5;12.94117647;8
0;1;0;0;0;1;1;1;0;2;5;2;22.6;22.6;22.6;22.6;0;0;10;9;8.571428571;4.5;21.42857143;4
0;0;1;0;1;0;1;1;2;0;15;2;48.5;48.5;48.5;48.5;10.52631579;7;0;0;9.473684211;6.5;9.473684211;4
0;1;0;0;0;1;1;0;0;2;15;0;59;59;59;59;0;0;11.11111111;9;28.88888889;4.5;0;0
0;0;1;0;1;1;1;0;2;2;5;0;17.33333333;17.33333333;17.33333333;17.33333333;9.411764706;5;15.29411765;9;7.058823529;2.5;0;0
